Sample_ID,Province,City,Date_Collected,Water_Source,Pollutant_Type,Pollutant_Level_mg_L,Safe_Limit_mg_L,Exceeds_Limit,pH_Level,Temperature_C,Turbidity_NTU,Conductivity_uS_cm,Dissolved_Oxygen_mg_L,Treatment_Status,Agency_Responsible,Latitude,Longitude,Sampling_Depth_m,Comments
SMP100686,Prince Edward Island,Port Jacob,2024-07-16,River,Chlorine,24.72,15.42,True,8.1,3.1,40.52,101.68,8.94,Partially Treated,WaterSafe Canada,58.248207,-70.440618,5.71,Writer it future exist building prevent morning.
SMP100687,Saskatchewan,New David,2023-03-10,Reservoir,Phosphate,2.71,23.1,False,8.1,6.7,27.54,1899.06,11.25,Untreated,EnviroCan,47.230175,-69.543657,0.83,Pm nature cultural structure.
SMP100688,New Brunswick,Harrisberg,2023-09-19,Groundwater,Phosphate,43.75,11.24,True,7.79,9.5,44.05,1137.61,9.52,Partially Treated,EnviroCan,57.670622,-99.715536,9.77,Building individual compare skin see responsibility society.
SMP100689,Manitoba,Sonyastad,2023-01-13,Coastal,Phosphate,47.0,15.42,True,7.76,21.6,56.69,1210.34,12.84,Untreated,EnviroCan,59.560748,-118.784058,9.01,Decade allow provide side beyond eye.
SMP100690,Saskatchewan,Morenomouth,2023-10-04,Groundwater,Microplastics,19.07,0.27,True,5.54,9.9,57.11,1313.09,8.43,Partially Treated,WaterSafe Canada,57.6545,-78.030251,8.3,Build even consider go current safe reach.
SMP100691,Saskatchewan,Alexanderhaven,2024-03-27,Groundwater,Oil,37.63,9.74,True,5.32,16.8,22.38,907.23,2.52,Untreated,CleanH2O Org,57.832236,-111.669958,6.54,Among become candidate significant positive quickly.
SMP100692,Saskatchewan,East Jacktown,2024-09-15,Lake,Lead,4.47,3.45,True,5.57,18.3,88.43,473.67,6.43,Partially Treated,CleanH2O Org,44.981243,-111.309224,3.71,Outside very air yet.
SMP100693,Nova Scotia,Connerfurt,2024-02-03,River,Chlorine,23.97,14.35,True,5.21,24.3,90.75,157.35,9.62,Partially Treated,EnviroCan,56.834585,-73.187549,2.64,Arrive share finish value.
SMP100694,Alberta,Brendatown,2023-01-02,Reservoir,Mercury,36.48,13.02,True,5.6,18.0,85.39,289.45,4.65,Partially Treated,WaterSafe Canada,48.084377,-90.452729,4.91,Relate thus true ball opportunity.
SMP100695,Prince Edward Island,East Danielton,2024-02-20,Lake,Pesticides,25.53,24.45,True,5.79,23.8,23.94,1426.27,8.76,Treated,WaterSafe Canada,49.385458,-114.394251,5.53,Policy push yard kind society.
SMP100696,Newfoundland and Labrador,Michaelview,2024-05-03,Reservoir,Lead,21.52,14.71,True,6.61,17.0,8.89,404.71,8.66,Untreated,WaterSafe Canada,55.190692,-70.011227,3.0,Study why reduce four evidence remember wall.
SMP100697,Newfoundland and Labrador,West Nathan,2024-07-18,Groundwater,Pathogens,7.91,19.06,False,8.31,17.3,34.64,188.76,13.95,Partially Treated,CleanH2O Org,57.670999,-121.784568,0.49,Project threat lose that.
SMP100698,New Brunswick,Rodriguezstad,2024-05-25,Reservoir,Nitrate,2.06,16.82,False,6.32,7.7,9.35,82.82,10.42,Untreated,WaterSafe Canada,44.532528,-78.917156,2.45,Early economy relate training already stop.
SMP100699,Ontario,Daniellemouth,2023-04-30,River,Pesticides,23.61,1.97,True,8.55,10.4,28.44,519.78,13.98,Treated,WaterSafe Canada,46.668085,-109.540039,8.05,Think safe number edge manage democratic team.
SMP100700,Quebec,South Bobbyfurt,2023-08-10,River,Chlorine,29.58,10.06,True,8.0,12.5,22.48,1026.65,9.73,Partially Treated,WaterSafe Canada,54.097657,-121.262135,2.25,Hair worker forward window almost who.
SMP100701,Prince Edward Island,North Nicholetown,2025-03-14,Coastal,Lead,13.71,15.33,False,6.51,22.3,72.83,1875.87,11.78,Partially Treated,WaterSafe Canada,44.273113,-78.539136,4.72,Size mouth remember.
SMP100702,Quebec,Matthewport,2024-09-28,Reservoir,Pesticides,43.23,13.58,True,5.36,27.2,86.5,1031.02,5.6,Partially Treated,WaterSafe Canada,51.762633,-99.091599,4.59,Option operation institution up place.
SMP100703,Saskatchewan,South Linda,2023-03-07,Lake,Microplastics,17.33,24.25,False,8.32,2.4,8.82,1402.4,5.82,Untreated,EnviroCan,43.97367,-87.332042,6.01,Friend job without note edge conference by.
SMP100704,Nova Scotia,Johnsonton,2023-04-06,Coastal,Lead,11.79,26.5,False,5.72,13.1,42.14,648.56,3.69,Treated,WaterSafe Canada,46.391111,-66.481565,5.81,Cover speak never guess deal say future less.
SMP100705,Alberta,Clarkview,2023-03-23,Reservoir,Oil,3.32,9.02,False,6.33,12.7,19.54,465.84,5.81,Untreated,CleanH2O Org,44.263087,-135.882388,4.13,As rich parent during.
SMP100706,Quebec,Rosechester,2024-01-02,Reservoir,Lead,36.28,5.62,True,8.07,25.7,58.86,1960.62,11.54,Partially Treated,HydroWatch,49.593841,-127.440127,9.59,Which indicate usually positive southern now instead.
SMP100707,Prince Edward Island,Farleyburgh,2024-08-27,Groundwater,Chlorine,10.61,15.29,False,5.98,25.5,44.19,1642.32,12.73,Untreated,HydroWatch,45.73247,-93.191347,0.87,Speech discover reflect action identify few several.
SMP100708,Saskatchewan,North Christinefort,2023-08-31,Lake,Nitrate,45.77,22.44,True,8.24,8.0,9.9,1469.81,4.68,Untreated,CleanH2O Org,57.290579,-73.105322,1.14,Take these sure necessary religious.
SMP100709,Newfoundland and Labrador,Watkinsland,2022-08-18,Reservoir,Chlorine,31.5,7.15,True,8.57,21.9,89.71,1713.48,11.94,Treated,HydroWatch,46.961516,-89.798341,2.26,Return consider also particularly book.
SMP100710,Manitoba,Annetown,2024-04-06,Reservoir,Phosphate,20.84,5.17,True,8.69,2.1,18.11,1183.69,11.05,Untreated,CleanH2O Org,56.860711,-74.099365,8.99,None affect time stuff painting.
SMP100711,Prince Edward Island,South Christopher,2024-05-04,Reservoir,Pathogens,29.81,28.71,True,7.58,17.6,36.44,1751.78,7.44,Untreated,WaterSafe Canada,54.947288,-118.143961,3.11,Concern become song argue history argue.
SMP100712,Prince Edward Island,Adamton,2023-07-15,Coastal,Mercury,6.45,1.61,True,6.45,14.2,68.29,721.79,7.18,Partially Treated,WaterSafe Canada,47.430822,-72.585157,1.69,Heart focus professional short hit budget defense.
SMP100713,New Brunswick,Higginsside,2024-07-30,Lake,Lead,25.53,22.16,True,5.09,27.3,82.84,321.67,4.82,Treated,WaterSafe Canada,55.144828,-137.436719,4.3,Record nor employee pressure.
SMP100714,Ontario,Coxport,2025-03-24,Reservoir,Nitrate,40.71,27.06,True,5.45,19.0,2.81,776.64,9.56,Untreated,EnviroCan,51.572332,-94.993937,1.55,Drug short always end deep investment treatment.
SMP100715,Saskatchewan,East Michael,2025-04-22,Groundwater,Pathogens,31.38,23.31,True,6.12,19.3,12.62,479.62,11.77,Treated,HydroWatch,57.787494,-121.982058,4.59,Cover city lawyer project.
SMP100716,Newfoundland and Labrador,New Reneetown,2024-03-25,Reservoir,Phosphate,11.13,21.75,False,8.71,17.9,44.29,477.96,8.31,Untreated,EnviroCan,44.765975,-57.084076,7.21,Develop begin trial hit head.
SMP100717,New Brunswick,Edwardview,2024-08-20,Coastal,Mercury,2.93,20.52,False,7.91,5.4,97.91,672.61,12.36,Untreated,CleanH2O Org,48.191435,-78.060868,7.15,It create catch then follow society.
SMP100718,Prince Edward Island,Davidfurt,2022-05-22,Reservoir,Microplastics,14.39,2.96,True,8.04,12.4,93.24,137.26,8.43,Untreated,HydroWatch,57.721785,-134.697054,4.1,Sign anyone fall increase.
SMP100719,Prince Edward Island,Lake Chase,2024-06-15,Coastal,Microplastics,9.41,3.71,True,5.12,11.2,31.31,1070.7,8.12,Untreated,CleanH2O Org,49.194469,-104.191835,4.54,Animal avoid husband name.
SMP100720,New Brunswick,East Jacquelinemouth,2024-04-13,Lake,Pesticides,13.53,8.09,True,7.07,27.7,30.22,217.5,11.68,Treated,WaterSafe Canada,50.759783,-119.001783,4.48,Paper different both send.
SMP100721,British Columbia,New Heatherville,2024-05-09,Reservoir,Phosphate,26.8,29.81,False,8.16,15.0,66.8,1196.68,5.72,Treated,CleanH2O Org,43.51922,-76.349756,6.76,Year available example art add.
SMP100722,Ontario,Farmerfort,2022-09-01,Coastal,Pathogens,39.84,6.31,True,6.44,13.7,99.25,1094.42,12.51,Treated,WaterSafe Canada,57.82763,-101.46599,2.25,Common million society rich assume can social.
SMP100723,Newfoundland and Labrador,Turnerland,2022-06-10,River,Lead,28.08,17.28,True,7.99,5.0,88.47,837.45,13.53,Partially Treated,HydroWatch,50.906905,-132.303915,9.67,Own stand city you meeting range charge reduce.
SMP100724,Quebec,Lake Paul,2025-04-04,River,Microplastics,35.88,7.81,True,5.17,26.1,62.83,995.24,11.67,Treated,HydroWatch,49.476569,-69.91891,2.39,Cause decision go top fund TV involve direction.
SMP100725,Ontario,Lake Catherineview,2023-03-18,Groundwater,Pathogens,21.83,17.56,True,8.0,17.4,28.25,960.58,9.7,Treated,WaterSafe Canada,47.73385,-56.263666,1.98,Surface evidence side experience pretty employee animal.
SMP100726,British Columbia,Port Justin,2023-11-02,Groundwater,Microplastics,11.82,6.71,True,6.17,2.0,1.82,990.69,5.25,Treated,HydroWatch,50.81656,-70.16397,4.25,Play especially skin our.
SMP100727,Prince Edward Island,Lawrenceburgh,2024-04-02,Reservoir,Nitrate,47.46,2.63,True,6.62,2.0,93.71,565.18,13.5,Treated,CleanH2O Org,57.776686,-69.482451,0.56,Throw traditional either claim week offer skill dog.
SMP100728,Quebec,West Kaitlynburgh,2023-09-04,Coastal,Pathogens,21.76,26.99,False,8.4,17.7,82.01,1265.64,8.07,Untreated,HydroWatch,55.309373,-130.625781,3.43,At this after develop room.
SMP100729,Alberta,Port Randall,2023-11-10,Coastal,Nitrate,23.7,23.0,True,7.36,7.7,94.98,1430.64,6.84,Partially Treated,CleanH2O Org,51.293792,-62.005464,7.85,Increase head really skill social animal great.
SMP100730,New Brunswick,Paulmouth,2022-09-10,Reservoir,Lead,17.07,17.1,False,6.67,12.3,47.04,443.8,7.77,Partially Treated,CleanH2O Org,54.526158,-78.60858,1.43,My certainly way know walk cup.
SMP100731,Manitoba,North Roy,2023-08-21,Groundwater,Chlorine,4.76,11.78,False,5.01,22.5,80.18,1337.34,6.65,Untreated,WaterSafe Canada,57.580749,-103.539211,6.29,Want person low produce kitchen.
SMP100732,Manitoba,Mcdonaldfort,2022-11-25,River,Mercury,30.0,7.8,True,5.25,28.3,17.52,1559.43,2.61,Untreated,HydroWatch,57.050761,-117.147935,0.86,Red apply old high situation western major.
SMP100733,Saskatchewan,North Darren,2024-04-12,Coastal,Lead,22.82,6.73,True,5.89,22.8,76.38,1613.1,11.55,Treated,WaterSafe Canada,49.298139,-137.749981,3.21,Perhaps task story indicate between respond next.
SMP100734,Quebec,East Joannaburgh,2024-12-06,River,Lead,32.73,18.69,True,8.57,29.0,34.52,1552.14,11.84,Untreated,CleanH2O Org,44.835675,-100.116438,1.01,News down we scene push.
SMP100735,Manitoba,Robertville,2024-11-22,Lake,Pathogens,15.79,1.03,True,8.05,29.5,50.03,1387.82,11.11,Partially Treated,HydroWatch,43.025674,-60.810626,2.99,Moment design hair wind reduce gun control.
SMP100736,British Columbia,South Patricia,2022-11-25,Reservoir,Mercury,47.88,12.51,True,6.1,16.4,17.52,1453.68,5.38,Treated,CleanH2O Org,47.635996,-116.455611,5.86,Majority walk discussion top study.
SMP100737,Saskatchewan,Lake Jamieview,2022-06-12,Reservoir,Chlorine,3.89,27.93,False,5.78,18.2,64.35,393.11,4.48,Untreated,WaterSafe Canada,46.198864,-80.781956,2.92,Food share above fast difference letter language.
SMP100738,Alberta,North Aaron,2022-07-07,Coastal,Microplastics,20.22,13.31,True,5.52,4.2,46.91,1169.28,13.46,Partially Treated,EnviroCan,48.955671,-81.2971,7.26,Six past production school whole fire.
SMP100739,British Columbia,Cynthiaview,2023-01-16,River,Pesticides,22.3,14.54,True,7.49,27.1,48.72,435.43,10.38,Partially Treated,HydroWatch,52.877319,-134.10384,4.71,Page interest class laugh away situation three.
SMP100740,Newfoundland and Labrador,South Jillmouth,2023-04-29,Lake,Pathogens,32.01,5.8,True,5.41,28.3,71.16,1904.04,4.28,Untreated,CleanH2O Org,55.38421,-106.803388,4.1,Firm book contain information culture treatment.
SMP100741,Newfoundland and Labrador,Annaside,2022-08-03,River,Pathogens,9.32,6.76,True,7.56,19.2,64.85,597.47,10.73,Partially Treated,CleanH2O Org,51.704366,-72.601959,5.33,Financial true must book financial.
SMP100742,Quebec,Janiceport,2024-03-28,Lake,Lead,23.65,13.79,True,8.97,16.9,49.1,1353.93,8.58,Partially Treated,CleanH2O Org,50.739832,-138.256768,0.63,Wall once hair chair.
SMP100743,Prince Edward Island,West Abigailfurt,2024-10-17,Groundwater,Phosphate,1.28,18.83,False,6.07,9.0,47.83,1779.56,13.27,Treated,EnviroCan,55.025264,-126.769131,4.72,Process agree business entire.
SMP100744,Alberta,Jeffreyport,2023-08-22,River,Microplastics,47.4,20.94,True,6.51,28.1,90.07,1698.48,6.37,Partially Treated,CleanH2O Org,56.769773,-74.284158,2.61,Too name any appear up can.
SMP100745,Ontario,Solismouth,2023-05-03,River,Lead,2.93,8.94,False,7.96,8.0,49.99,1703.94,13.08,Partially Treated,CleanH2O Org,52.513078,-116.335571,5.19,Learn ground benefit bar together those certain.
SMP100746,Manitoba,Hollyfurt,2022-06-28,River,Nitrate,22.72,17.18,True,8.74,26.0,68.85,89.13,11.35,Treated,WaterSafe Canada,48.603035,-138.093515,7.11,Generation evidence kitchen when create.
SMP100747,British Columbia,Juliefurt,2023-04-04,River,Mercury,40.54,15.31,True,5.41,10.1,2.88,1319.21,12.35,Untreated,WaterSafe Canada,57.757131,-87.121976,3.28,Him truth fact assume position team central.
SMP100748,Alberta,Harrisfort,2024-11-23,Groundwater,Pesticides,30.12,22.92,True,5.13,18.5,25.43,1881.22,6.32,Untreated,HydroWatch,49.053292,-96.788047,2.12,Kid discuss specific gun maintain point.
SMP100749,New Brunswick,East Angela,2025-01-19,River,Phosphate,17.74,11.19,True,8.39,12.6,32.82,1174.17,9.77,Untreated,CleanH2O Org,46.66841,-88.497788,0.97,Government kitchen quite without child.
SMP100750,Newfoundland and Labrador,Elizabethville,2025-02-15,Coastal,Mercury,38.53,2.93,True,8.7,1.3,55.46,308.05,3.71,Partially Treated,CleanH2O Org,44.547201,-113.247645,3.49,Federal data true on edge represent.
SMP100751,Alberta,Scottton,2023-11-28,Lake,Phosphate,45.0,0.39,True,6.33,20.4,33.57,1517.12,6.44,Treated,EnviroCan,43.113055,-94.439651,5.67,Seem spend wish enter seem everyone.
SMP100752,British Columbia,Kinghaven,2022-07-25,Groundwater,Pesticides,14.83,29.6,False,8.65,12.1,59.99,1280.75,3.66,Untreated,EnviroCan,50.827433,-139.235514,7.37,Treatment thousand best left itself my.
SMP100753,Newfoundland and Labrador,Markberg,2024-06-14,Coastal,Lead,5.47,18.98,False,7.1,18.6,68.73,629.09,5.38,Untreated,WaterSafe Canada,56.252727,-64.298695,8.91,Hundred cover throughout hit after.
SMP100754,Manitoba,Villaborough,2023-03-03,Reservoir,Chlorine,24.98,29.55,False,5.26,9.4,50.63,1470.72,10.07,Treated,EnviroCan,57.671785,-100.18207,3.08,Again condition including one.
SMP100755,Saskatchewan,Port Laurenchester,2024-03-27,River,Lead,40.86,4.7,True,7.96,7.0,47.22,715.79,9.8,Untreated,HydroWatch,50.640483,-52.276232,2.57,Drive eye each brother stop.
SMP100756,Manitoba,South Glen,2023-03-14,Reservoir,Pathogens,14.62,19.6,False,8.38,21.0,46.93,1015.48,9.74,Treated,WaterSafe Canada,45.364773,-125.083729,6.73,As manage main note.
SMP100757,Prince Edward Island,Lake Adam,2023-07-01,Reservoir,Microplastics,27.36,17.19,True,7.79,12.0,15.59,150.74,10.45,Partially Treated,WaterSafe Canada,53.686137,-85.415676,8.43,Happen worry rich business market energy.
SMP100758,Manitoba,Malloryshire,2022-10-02,River,Pesticides,32.69,13.57,True,7.33,9.0,59.52,1393.91,5.68,Partially Treated,CleanH2O Org,50.733833,-60.749398,5.91,Benefit report black company.
SMP100759,Nova Scotia,Lake Kimberly,2024-05-04,River,Phosphate,13.23,5.36,True,8.07,8.1,57.52,410.75,11.32,Treated,HydroWatch,54.610617,-74.693495,6.33,Hard treat always east team child.
SMP100760,Manitoba,Sethmouth,2025-03-06,Coastal,Pesticides,18.72,28.91,False,7.89,1.1,69.92,322.01,13.03,Untreated,HydroWatch,55.205673,-88.638081,3.02,Moment family however teacher nothing significant nation himself.
SMP100761,Manitoba,Wardburgh,2024-04-02,Coastal,Mercury,6.32,7.75,False,8.45,21.6,24.84,1601.44,11.82,Untreated,EnviroCan,57.383224,-120.61389,0.57,Line special trial themselves specific argue short.
SMP100762,Prince Edward Island,Howellview,2022-12-06,Reservoir,Pesticides,21.37,21.14,True,5.42,21.1,22.25,835.88,7.93,Untreated,WaterSafe Canada,59.286391,-135.473349,0.84,Lay drop avoid industry situation may ago.
SMP100763,Newfoundland and Labrador,Smithstad,2022-09-04,Coastal,Pathogens,3.35,4.29,False,8.49,8.7,94.63,266.96,13.31,Partially Treated,CleanH2O Org,48.938037,-95.486121,4.84,Address attorney push science like feeling.
SMP100764,Saskatchewan,Reedshire,2022-10-18,Lake,Pathogens,36.28,16.35,True,6.9,16.1,80.52,1471.07,4.84,Untreated,EnviroCan,51.089092,-52.493072,3.01,Firm best evidence project black parent.
SMP100765,Nova Scotia,Alexandrahaven,2023-07-09,Lake,Mercury,47.85,29.56,True,6.98,26.6,62.43,1256.09,11.94,Partially Treated,WaterSafe Canada,47.326483,-103.791873,8.03,Subject memory safe mouth program third.
SMP100766,Manitoba,Port Ginaville,2023-10-29,Lake,Pathogens,44.94,1.21,True,7.64,7.7,86.69,1367.94,6.51,Partially Treated,HydroWatch,48.419602,-71.062298,2.46,Model herself listen.
SMP100767,Nova Scotia,New Brittney,2023-06-15,Lake,Nitrate,11.81,6.79,True,7.97,11.7,83.18,1623.29,10.22,Untreated,WaterSafe Canada,55.831619,-120.99522,4.14,Budget own sister fine international morning compare democratic.
SMP100768,Nova Scotia,Lake Danielleborough,2022-12-27,Lake,Lead,38.9,29.03,True,8.07,19.6,93.22,997.06,5.48,Treated,EnviroCan,43.880367,-52.465709,3.3,Good laugh only material condition personal.
SMP100769,Manitoba,Daleberg,2024-05-22,Coastal,Oil,27.14,7.21,True,5.13,22.4,30.63,1875.0,11.65,Treated,WaterSafe Canada,55.011646,-95.123764,6.89,Will probably section cause door.
SMP100770,Nova Scotia,New Jennifer,2022-04-28,Lake,Oil,36.68,7.68,True,7.58,14.0,78.5,1173.89,9.07,Partially Treated,HydroWatch,47.895249,-112.102895,7.81,Peace crime specific.
SMP100771,Manitoba,Joseside,2024-06-14,Lake,Microplastics,18.24,4.41,True,6.71,23.4,2.69,685.16,3.63,Untreated,HydroWatch,46.124794,-75.904008,9.25,Large collection wide.
SMP100772,Manitoba,Cristianbury,2024-12-02,Reservoir,Phosphate,45.26,17.2,True,5.27,12.6,49.48,1852.1,4.95,Untreated,WaterSafe Canada,59.474528,-136.200348,9.56,Doctor recent reach food.
SMP100773,Ontario,Port Veronicafurt,2023-05-02,River,Lead,3.77,9.41,False,5.45,21.5,63.81,773.2,6.65,Untreated,WaterSafe Canada,52.865096,-110.981415,6.72,Participant value time whom machine hear born.
SMP100774,Alberta,Brownfort,2022-06-17,Reservoir,Pesticides,39.66,22.56,True,5.79,22.1,22.8,1961.3,7.26,Partially Treated,EnviroCan,58.764869,-57.369283,5.06,Project finally offer what music find example.
SMP100775,Prince Edward Island,Lake Davidfurt,2022-09-27,Coastal,Pathogens,5.79,26.48,False,5.11,24.3,64.4,371.45,9.21,Treated,EnviroCan,45.109147,-78.665014,7.4,Hear population agree establish marriage.
SMP100776,British Columbia,Stacyfort,2023-04-18,Reservoir,Pathogens,22.36,6.72,True,6.78,3.8,99.37,1807.7,3.42,Treated,CleanH2O Org,58.143443,-134.942324,9.81,Indicate others spring long difficult.
SMP100777,Saskatchewan,East Ruthport,2022-06-21,Coastal,Oil,36.27,16.43,True,5.95,20.0,27.03,1717.57,4.16,Untreated,EnviroCan,46.552303,-118.82745,2.59,Shake my but technology push become.
SMP100778,Newfoundland and Labrador,Jonesborough,2023-12-13,River,Mercury,0.13,1.49,False,8.41,21.4,81.37,311.46,6.78,Partially Treated,EnviroCan,56.95215,-107.277571,4.54,Late current investment Republican on.
SMP100779,Quebec,Malloryville,2024-06-10,River,Pathogens,31.93,23.41,True,5.91,27.7,29.93,1720.99,10.03,Partially Treated,EnviroCan,50.627788,-86.678891,6.64,Process do management television.
SMP100780,Newfoundland and Labrador,Millermouth,2022-09-19,Groundwater,Pesticides,10.6,0.78,True,7.32,25.6,64.54,1499.91,8.44,Treated,HydroWatch,43.570572,-57.30084,2.99,Strong knowledge region grow.
SMP100781,Newfoundland and Labrador,Russellview,2022-08-16,Lake,Phosphate,28.76,22.41,True,5.33,14.0,47.37,527.39,9.87,Partially Treated,EnviroCan,50.858374,-127.789376,4.82,Agreement range argue society.
SMP100782,Saskatchewan,West Donaldville,2024-10-08,River,Pesticides,20.44,7.14,True,8.21,11.7,22.02,1271.07,11.94,Untreated,CleanH2O Org,58.592711,-109.971499,1.95,Wind treatment lay new the oil film.
SMP100783,Manitoba,North Wendy,2022-09-15,Lake,Pathogens,39.56,2.18,True,7.4,20.5,26.72,699.32,9.67,Treated,WaterSafe Canada,45.182693,-119.34995,7.14,Agent just help produce.
SMP100784,Nova Scotia,Warrenchester,2023-05-26,Reservoir,Chlorine,14.6,20.09,False,8.89,24.7,64.57,998.69,13.67,Untreated,EnviroCan,49.238166,-67.974851,0.58,My first agency.
SMP100785,Prince Edward Island,Reevesbury,2023-11-11,Reservoir,Lead,0.09,26.55,False,5.86,14.4,30.57,315.86,2.02,Treated,CleanH2O Org,44.15557,-81.177957,2.95,Summer north ok fund.
